nha,omat_selected_plant,omat_selected_supplier,omat_selected_suppliercd,suppcd_1050,suppcd_1060,suppcd_1090,suppcd_1900,suppcd_2000,suppcd_3120,suppcd_po1,suppcd_po2,suppcd_pr,suppname_1050,suppname_1060,suppname_1090,suppname_1900,suppname_2000,suppname_3120,suppname_po1,suppname_po2,suppname_pr
04-435749-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-435749-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-435750-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-435750-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-435750-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-435750-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-450203-00,2000,ROGAR MANUFACTURING INC,0001034474,0001034474,,,0001034474,0001034474,,,,,ROGAR MANUFACTURING INC,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-453782-00,2000,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,0001034983,,,,0001034983,0001034983,,,,,,,,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,,,,
04-453782-00,2000,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,0001034983,,,,0001034983,0001034983,,,,,,,,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,,,,
04-453782-00,2000,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,0001034983,,,,0001034983,0001034983,,,,,,,,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,,,,
04-453782-00,2000,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,0001034983,,,,0001034983,0001034983,,,,,,,,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,ULTRA CLEAN TECHNOLOGY SYSTEMS AND,,,,
1-RCM-DV34-EASY-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-DV34-EASY-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-DV34-UCT-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-DV34-UCT-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-DV38-EASY-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-DV38-EASY-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-DV38-UCT-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-DV38-UCT-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-SP223-EASY-T,,,,,,,,,,,,,,,,,,,,,
1-RCM-SP223-EASY-T,,,,,,,,,,,,,,,,,,,,,
1-RCM-SP223-UCT-TC,,,,,,,,,,,,,,,,,,,,,
1-RCM-SP223-UCT-TC,,,,,,,,,,,,,,,,,,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
10-132463-00,2000,ICHOR SYSTEMS INC,0001001656,,,,0001001656,0001001656,,,,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
120-016,2000,REXEL USA INC DBA GEXPRO SERVICES,0001002656,,,,,0001002656,,,,0001000284,,,,,REXEL USA INC DBA GEXPRO SERVICES,,,,COMET NORTH AMERICA INC
120-016,2000,REXEL USA INC DBA GEXPRO SERVICES,0001002656,,,,,0001002656,,,,0001000284,,,,,REXEL USA INC DBA GEXPRO SERVICES,,,,ANIXTER INC
124-009381-002,2000,IT NETSOURCE INC,0001000215,,,,,0001000215,,,,0001000215,,,,,IT NETSOURCE INC,,,,IT NETSOURCE INC
124-009381-002,2000,IT NETSOURCE INC,0001000215,,,,,0001000215,,,,0001000215,,,,,IT NETSOURCE INC,,,,COMET NORTH AMERICA INC
124-009381-002,2000,IT NETSOURCE INC,0001000215,,,,,0001000215,,,,0001000215,,,,,IT NETSOURCE INC,,,,COMET NORTH AMERICA INC
124-009381-002,2000,IT NETSOURCE INC,0001000215,,,,,0001000215,,,,0001000215,,,,,IT NETSOURCE INC,,,,IT NETSOURCE INC
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,A.B.U. ELECTRICAL DISTRIBUTION
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,A.B.U. ELECTRICAL DISTRIBUTION
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,A.B.U. ELECTRICAL DISTRIBUTION
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,A.B.U. ELECTRICAL DISTRIBUTION
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,Felix bars pvt
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,Felix bars pvt
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,Felix bars pvt
15-116866-00,2000,A.B.U. ELECTRICAL DISTRIBUTION,0001000114,,,,0001000114,0001000114,,,,0001000114,,,,A.B.U. ELECTRICAL DISTRIBUTION,A.B.U. ELECTRICAL DISTRIBUTION,,,,Felix bars pvt
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
16-449037-00,2000,ICHOR SYSTEMS INC,0001001656,0001001656,0001001656,,0001001656,0001001656,,,,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,ICHOR SYSTEMS INC,ICHOR SYSTEMS INC,,,,
19-120538-01,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-01,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-01,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-01,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-01,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-07,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-07,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-07,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-07,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-07,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-08,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-08,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-08,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-08,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-08,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-10,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-10,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-10,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-10,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-10,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-12,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-12,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-12,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-12,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-12,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-18,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-18,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-18,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-18,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-18,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-28,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-28,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-28,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-28,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-120538-28,2000,WARD MANUFACTURING LLC,0001035258,,,,0001035258,0001035258,,,,0001049375,,,,WARD MANUFACTURING LLC,WARD MANUFACTURING LLC,,,,PROTERIAL AMERICA LTD
19-432784-00,2000,UNI-FAB INDUSTRIES INC,0001034583,,,,0001034583,0001034583,,,,0001053730,,,,UNI-FAB INDUSTRIES INC,UNI-FAB INDUSTRIES INC,,,,PLEXUS MANUFACTURING SDN BHD
19-432784-00,2000,UNI-FAB INDUSTRIES INC,0001034583,,,,0001034583,0001034583,,,,0001053730,,,,UNI-FAB INDUSTRIES INC,UNI-FAB INDUSTRIES INC,,,,PLEXUS MANUFACTURING SDN BHD
19-432784-00,2000,UNI-FAB INDUSTRIES INC,0001034583,,,,0001034583,0001034583,,,,0001053730,,,,UNI-FAB INDUSTRIES INC,UNI-FAB INDUSTRIES INC,,,,PLEXUS MANUFACTURING SDN BHD
19-432784-00,2000,UNI-FAB INDUSTRIES INC,0001034583,,,,0001034583,0001034583,,,,0001053730,,,,UNI-FAB INDUSTRIES INC,UNI-FAB INDUSTRIES INC,,,,PLEXUS MANUFACTURING SDN BHD
1PB-00193-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00193-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00193-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00193-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00193-51-01,,,,,,,,,,,,,,,,,,,,,
1PB-00193-51-01,,,,,,,,,,,,,,,,,,,,,
1PB-00193-51-01,,,,,,,,,,,,,,,,,,,,,
1PB-00193-51-01,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
1PB-00508-50-02,,,,,,,,,,,,,,,,,,,,,
